run_accession,study_accession,sample_accession,scientific_name,sample_title,tissue_type,dev_stage,tissue,tissue_source,condition,condition_source,metadata_source,study_title,metadata_blob
SRR22061555,PRJNA892737,SAMN31395406,Lycoris radiata,Plant sample from Lycoris radiata,bulb shoot apical meristem,morphological differentiation period,Bulb meristem,declared,Unspecified,,ENA,Lycoris radiata cultivar:Lycoris radiata Raw sequence reads,bulb shoot apical meristem | morphological differentiation period | Plant sample from Lycoris radiata | L2_r3 | DNBSEQ-T7 sequencing: RNA-Seq of late flowering bulb of Lycoris radiata taken in May | Plant sample from Lycoris radiata | DNBSEQ-T7 sequencing: RNA-Seq of late flowering bulb of Lycoris radiata taken in May | BioSampleModel=Plant | INSDC secondary accession=SRS15548770 | NCBI submission package=Plant.1.0 | age=3-year-old | dev_stage=morphological differentiation period | ecotype=wild | geo_loc_name=China:Nanjing | organism=Lycoris radiata | tissue=bulb shoot apical meristem | title=
SRR22061556,PRJNA892737,SAMN31395405,Lycoris radiata,Plant sample from Lycoris radiata,bulb shoot apical meristem,morphological differentiation period,Bulb meristem,declared,Unspecified,,ENA,Lycoris radiata cultivar:Lycoris radiata Raw sequence reads,bulb shoot apical meristem | morphological differentiation period | Plant sample from Lycoris radiata | L2_r2 | DNBSEQ-T7 sequencing: RNA-Seq of late flowering bulb of Lycoris radiata taken in May | Plant sample from Lycoris radiata | DNBSEQ-T7 sequencing: RNA-Seq of late flowering bulb of Lycoris radiata taken in May | BioSampleModel=Plant | INSDC secondary accession=SRS15548771 | NCBI submission package=Plant.1.0 | age=3-year-old | dev_stage=morphological differentiation period | ecotype=wild | geo_loc_name=China:Nanjing | organism=Lycoris radiata | tissue=bulb shoot apical meristem | title=
SRR22061557,PRJNA892737,SAMN31395128,Lycoris radiata,Plant sample from Lycoris radiata,bulb shoot apical meristem,morphological differentiation period,Bulb meristem,declared,Unspecified,,ENA,Lycoris radiata cultivar:Lycoris radiata Raw sequence reads,bulb shoot apical meristem | morphological differentiation period | Plant sample from Lycoris radiata | E1_r2 | DNBSEQ-T7 sequencing: RNA-Seq of early flowering bulb of Lycoris radiata taken in April | Plant sample from Lycoris radiata | DNBSEQ-T7 sequencing: RNA-Seq of early flowering bulb of Lycoris radiata taken in April | BioSampleModel=Plant | INSDC secondary accession=SRS15548769 | NCBI submission package=Plant.1.0 | age=3-year-old | dev_stage=morphological differentiation period | ecotype=wild | geo_loc_name=China:Nanjing | organism=Lycoris radiata | tissue=bulb shoot apical meristem | 
SRR22061558,PRJNA892737,SAMN31394964,Lycoris radiata,Plant sample from Lycoris radiata,bulb shoot apical meristem,morphological differentiation period,Bulb meristem,declared,Unspecified,,ENA,Lycoris radiata cultivar:Lycoris radiata Raw sequence reads,bulb shoot apical meristem | morphological differentiation period | Plant sample from Lycoris radiata | E1_r1 | DNBSEQ-T7 sequencing: RNA-Seq of early flowering bulb of Lycoris radiata taken in April | Plant sample from Lycoris radiata | DNBSEQ-T7 sequencing: RNA-Seq of early flowering bulb of Lycoris radiata taken in April | BioSampleModel=Plant | INSDC secondary accession=SRS15548768 | NCBI submission package=Plant.1.0 | age=3-year-old | dev_stage=morphological differentiation period | ecotype=wild | geo_loc_name=China:Nanjing | organism=Lycoris radiata | tissue=bulb shoot apical meristem | 
SRR23857888,PRJNA943557,SAMN33731403,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S1_A | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040704 | NCBI submission package=Plant.1.0 | age=3 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp=
SRR23857889,PRJNA943557,SAMN33731404,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S1_B | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040703 | NCBI submission package=Plant.1.0 | age=3 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp=
SRR23857890,PRJNA943557,SAMN33731413,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S4_B | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040701 | NCBI submission package=Plant.1.0 | age=12 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp
SRR23857891,PRJNA943557,SAMN33731414,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S4_C | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040702 | NCBI submission package=Plant.1.0 | age=12 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp
SRR23857892,PRJNA943557,SAMN33731405,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S1_C | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040699 | NCBI submission package=Plant.1.0 | age=3 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp=
SRR23857893,PRJNA943557,SAMN33731406,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S2_A | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040700 | NCBI submission package=Plant.1.0 | age=6 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp=
SRR23857894,PRJNA943557,SAMN33731407,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S2_B | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040697 | NCBI submission package=Plant.1.0 | age=6 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp=
SRR23857895,PRJNA943557,SAMN33731408,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S2_C | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040698 | NCBI submission package=Plant.1.0 | age=6 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp=
SRR23857896,PRJNA943557,SAMN33731409,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S3_A | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040694 | NCBI submission package=Plant.1.0 | age=9 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp=
SRR23857897,PRJNA943557,SAMN33731410,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S3_B | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040695 | NCBI submission package=Plant.1.0 | age=9 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp=
SRR23857898,PRJNA943557,SAMN33731411,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S3_C | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040696 | NCBI submission package=Plant.1.0 | age=9 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp=
SRR23857899,PRJNA943557,SAMN33731412,Hippeastrum hybrid cultivar,Plant sample from Hippeastrum hybrid cultivar,tepals,,Tepal/Petal,declared,Unspecified,,ENA,RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal,tepals | Plant sample from Hippeastrum hybrid cultivar | S4_A | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | Plant sample from Hippeastrum hybrid cultivar | HiSeq X Ten sequencing: RNA-Seq analysis identifies HpMYB1 as a R2R3-MYB anthocyanin activator in Hippeastrum hybridum royal velvet tepal | BioSampleModel=Plant | INSDC secondary accession=SRS17040693 | NCBI submission package=Plant.1.0 | age=12 d | cultivar=royal velvet | geo_loc_name=China:Guangzhou | organism=Hippeastrum hybrid cultivar | temp
SRR24324993,PRJNA962562,SAMN34405781,Crinum x powellii,Root3,"Root, replicate 3",,Root,declared,Hormone/Elicitor,study title,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Root, replicate 3 | Root3 | Root3 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: Root | Root3 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: Root | BioSampleModel=Plant | INSDC secondary accession=SRS17449026 | NCBI submission package=Plant.1.0 | age=4-week old | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | organism=Crinum x powellii | tissue=Root, replicate 3 | title=Root3"
SRR24324994,PRJNA962562,SAMN34405780,Crinum x powellii,Root1,"Root, replicate 1",,Root,declared,Hormone/Elicitor,study title,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Root, replicate 1 | Root1 | Root1 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: Root | Root1 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: Root | BioSampleModel=Plant | INSDC secondary accession=SRS17449025 | NCBI submission package=Plant.1.0 | age=4-week old | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | organism=Crinum x powellii | tissue=Root, replicate 1 | title=Root1"
SRR24324995,PRJNA962562,SAMN34405779,Crinum x powellii,Leaves3,"Leaves, replicate 3",,Leaf,declared,Hormone/Elicitor,study title,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Leaves, replicate 3 | Leaves3 | Leaves3 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: Leaves | Leaves3 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: Leaves | BioSampleModel=Plant | INSDC secondary accession=SRS17449024 | NCBI submission package=Plant.1.0 | age=4-week old | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | organism=Crinum x powellii | tissue=Leaves, replicate 3 | title=Leaves3"
SRR24324996,PRJNA962562,SAMN34405778,Crinum x powellii,Leaves2,"Leaves, replicate 2",,Leaf,declared,Hormone/Elicitor,study title,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Leaves, replicate 2 | Leaves2 | Leaves2 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: Leaves | Leaves2 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: Leaves | BioSampleModel=Plant | INSDC secondary accession=SRS17449023 | NCBI submission package=Plant.1.0 | age=4-week old | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | organism=Crinum x powellii | tissue=Leaves, replicate 2 | title=Leaves2"
