run_accession,study_accession,sample_accession,scientific_name,sample_title,tissue_type,dev_stage,tissue,tissue_source,condition,condition_source,metadata_source,study_title,metadata_blob
SRR28857006,PRJNA1106235,SAMN41129310,Lycoris aurea,Plant sample from Lycoris aurea,bulb,,Bulb,declared,Unspecified,,ENA,Lycoris aurea Raw sequence reads,bulb | Plant sample from Lycoris aurea | R70803-16 | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | b3 | BioSampleModel=Plant | INSDC secondary accession=SRS21172618 | NCBI submission package=Plant.1.0 | age=3 | collection_date=2017-11-15 | geo_loc_name=China:NanJing | isolate=b3 | organism=Lycoris aurea | tissue=bulb | title=Plant sample from Lycoris aurea
SRR28857007,PRJNA1106235,SAMN41129309,Lycoris aurea,Plant sample from Lycoris aurea,root,,Root,declared,Unspecified,,ENA,Lycoris aurea Raw sequence reads,root | Plant sample from Lycoris aurea | R70803-15 | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | r3 | BioSampleModel=Plant | INSDC secondary accession=SRS21172617 | NCBI submission package=Plant.1.0 | age=3 | collection_date=2017-11-15 | geo_loc_name=China:NanJing | isolate=r3 | organism=Lycoris aurea | tissue=root | title=Plant sample from Lycoris aurea
SRR28857008,PRJNA1106235,SAMN41129308,Lycoris aurea,Plant sample from Lycoris aurea,stamen,,Anther/Pollen,declared,Unspecified,,ENA,Lycoris aurea Raw sequence reads,stamen | Plant sample from Lycoris aurea | R70803-14 | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | stn2 | BioSampleModel=Plant | INSDC secondary accession=SRS21172616 | NCBI submission package=Plant.1.0 | age=3 | collection_date=2017-11-15 | geo_loc_name=China:NanJing | isolate=stn2 | organism=Lycoris aurea | tissue=stamen | title=Plant sample from Lycoris aurea
SRR28857009,PRJNA1106235,SAMN41129307,Lycoris aurea,Plant sample from Lycoris aurea,flower stalk,,Scape/Stem,declared,Unspecified,,ENA,Lycoris aurea Raw sequence reads,flower stalk | Plant sample from Lycoris aurea | R70803-13 | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | stk2 | BioSampleModel=Plant | INSDC secondary accession=SRS21172615 | NCBI submission package=Plant.1.0 | age=3 | collection_date=2017-11-15 | geo_loc_name=China:NanJing | isolate=stk2 | organism=Lycoris aurea | tissue=flower stalk | title=Plant sample from Lycoris aurea
SRR28857010,PRJNA1106235,SAMN41129306,Lycoris aurea,Plant sample from Lycoris aurea,pistil,,Ovary/Pistil,declared,Unspecified,,ENA,Lycoris aurea Raw sequence reads,pistil | Plant sample from Lycoris aurea | R70803-11 | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | pi2 | BioSampleModel=Plant | INSDC secondary accession=SRS21172614 | NCBI submission package=Plant.1.0 | age=3 | collection_date=2017-11-15 | geo_loc_name=China:NanJing | isolate=pi2 | organism=Lycoris aurea | tissue=pistil | title=Plant sample from Lycoris aurea
SRR28857011,PRJNA1106235,SAMN41129305,Lycoris aurea,Plant sample from Lycoris aurea,bulb,,Bulb,declared,Unspecified,,ENA,Lycoris aurea Raw sequence reads,bulb | Plant sample from Lycoris aurea | R70803-09 | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | b2 | BioSampleModel=Plant | INSDC secondary accession=SRS21172613 | NCBI submission package=Plant.1.0 | age=3 | collection_date=2017-11-15 | geo_loc_name=China:NanJing | isolate=b2 | organism=Lycoris aurea | tissue=bulb | title=Plant sample from Lycoris aurea
SRR28857012,PRJNA1106235,SAMN41129304,Lycoris aurea,Plant sample from Lycoris aurea,root,,Root,declared,Unspecified,,ENA,Lycoris aurea Raw sequence reads,root | Plant sample from Lycoris aurea | R70803-08 | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | r2 | BioSampleModel=Plant | INSDC secondary accession=SRS21172612 | NCBI submission package=Plant.1.0 | age=3 | collection_date=2017-11-15 | geo_loc_name=China:NanJing | isolate=r2 | organism=Lycoris aurea | tissue=root | title=Plant sample from Lycoris aurea
SRR28857013,PRJNA1106235,SAMN41129295,Lycoris aurea,Plant sample from Lycoris aurea,seed,,Seed,declared,Unspecified,,ENA,Lycoris aurea Raw sequence reads,seed | Plant sample from Lycoris aurea | R70803(2)-02 | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | seed2 | BioSampleModel=Plant | INSDC secondary accession=SRS21172611 | NCBI submission package=Plant.1.0 | age=3 | collection_date=2017-11-15 | geo_loc_name=China:NanJing | isolate=seed2 | organism=Lycoris aurea | tissue=seed | title=Plant sample from Lycoris aurea
SRR28857014,PRJNA1106235,SAMN41129294,Lycoris aurea,Plant sample from Lycoris aurea,seed,,Seed,declared,Unspecified,,ENA,Lycoris aurea Raw sequence reads,seed | Plant sample from Lycoris aurea | R70803(2)-01 | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | Plant sample from Lycoris aurea | Illumina NovaSeq 6000 sequencing: RNAseq of Lycoris aurea | seed1 | BioSampleModel=Plant | INSDC secondary accession=SRS21172610 | NCBI submission package=Plant.1.0 | age=3 | collection_date=2017-11-15 | geo_loc_name=China:NanJing | isolate=seed1 | organism=Lycoris aurea | tissue=seed | title=Plant sample from Lycoris aurea
SRR28956809,PRJNA1107706,SAMN41230957,Zephyranthes candida,Plant sample from Zephyranthes candida,Bulbs,,Bulb,declared,Unspecified,,ENA,Transcriptome sequencing for invesitigating the express level of genes involved in Allium flavor formation,"Bulbs | Plant sample from Zephyranthes candida | cl3 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes candida | Plant sample from Zephyranthes candida | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes candida | BioSampleModel=Plant | INSDC secondary accession=SRS21236004 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Xiaoxiao Wang, Lingyun Chen | collection_date=2023-08 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Jiangsu, China Pharmaceutical University, Cultivated in Medicinal Botanic"
SRR28956810,PRJNA1107706,SAMN41230956,Zephyranthes candida,Plant sample from Zephyranthes candida,Bulbs,,Bulb,declared,Unspecified,,ENA,Transcriptome sequencing for invesitigating the express level of genes involved in Allium flavor formation,"Bulbs | Plant sample from Zephyranthes candida | cl2 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes candida | Plant sample from Zephyranthes candida | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes candida | BioSampleModel=Plant | INSDC secondary accession=SRS21236006 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Xiaoxiao Wang, Lingyun Chen | collection_date=2023-08 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Jiangsu, China Pharmaceutical University, Cultivated in Medicinal Botanic"
SRR28956811,PRJNA1107706,SAMN41230955,Zephyranthes candida,Plant sample from Zephyranthes candida,Bulbs,,Bulb,declared,Unspecified,,ENA,Transcriptome sequencing for invesitigating the express level of genes involved in Allium flavor formation,"Bulbs | Plant sample from Zephyranthes candida | cl1 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes candida | Plant sample from Zephyranthes candida | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes candida | BioSampleModel=Plant | INSDC secondary accession=SRS21236005 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Xiaoxiao Wang, Lingyun Chen | collection_date=2023-08 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Jiangsu, China Pharmaceutical University, Cultivated in Medicinal Botanic"
SRR29002415,PRJNA1107703,SAMN41206052,Zephyranthes candida,Plant sample from Zephyranthes candida,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Zephyranthes candida | CQ00834 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes carinata | Plant sample from Zephyranthes candida | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes carinata | BioSampleModel=Plant | INSDC secondary accession=SRS21275876 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiaomei Wei, Xiongbiao Xu, Renjun Mao, Zhiyuan Wei | collection_date=2018-11-03 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Chongqing, Nanchuan, Sanquan, C"
SRR29002416,PRJNA1107703,SAMN41206051,Zephyranthes candida,Plant sample from Zephyranthes candida,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Zephyranthes candida | CQ00669 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes candida | Plant sample from Zephyranthes candida | DNBSEQ-T7 sequencing: Transcriptome sequencing for Zephyranthes candida | BioSampleModel=Plant | INSDC secondary accession=SRS21275877 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiaomei Wei, Xiongbiao Xu, Renjun Mao, Zhiyuan Wei | collection_date=2018-11-02 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Chongqing, Nanchuan, Sanquan, Cho"
SRR29002417,PRJNA1107703,SAMN41206050,Lycoris radiata,Plant sample from Lycoris radiata,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Lycoris radiata | CQ00935 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Lycoris radiata | Plant sample from Lycoris radiata | DNBSEQ-T7 sequencing: Transcriptome sequencing for Lycoris radiata | BioSampleModel=Plant | INSDC secondary accession=SRS21275878 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiaomei Wei, Xiongbiao Xu, Renjun Mao, Zhiyuan Wei | collection_date=2018-11-03 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Chongqing, Nanchuan, Sanquan, Chongqing Research Inst"
SRR29002418,PRJNA1107703,SAMN41206049,Lycoris radiata,Plant sample from Lycoris radiata,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Lycoris radiata | XA00411 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Lycoris radiata | Plant sample from Lycoris radiata | DNBSEQ-T7 sequencing: Transcriptome sequencing for Lycoris radiata | BioSampleModel=Plant | INSDC secondary accession=SRS21275875 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Xiaomei Wei, Zhu Qiao, Yang Lin, Yanfen Huang | collection_date=2018-09-03 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Shaanxi, Xian, Xian Botanical Garden | isolate=not collected | orga"
SRR29002419,PRJNA1107703,SAMN41206048,Lycoris radiata,Plant sample from Lycoris radiata,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Lycoris radiata | CQ00804 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Lycoris radiata | Plant sample from Lycoris radiata | DNBSEQ-T7 sequencing: Transcriptome sequencing for Lycoris radiata | BioSampleModel=Plant | INSDC secondary accession=SRS21275874 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiaomei Wei, Xiongbiao Xu, Renjun Mao, Zhiyuan Wei | collection_date=2018-11-02 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Chongqing, Nanchuan, Sanquan, Chongqing Research Inst"
SRR29002421,PRJNA1107703,SAMN41206047,Lycoris aurea,Plant sample from Lycoris aurea,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Lycoris aurea | CQ00764 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Lycoris aurea | Plant sample from Lycoris aurea | DNBSEQ-T7 sequencing: Transcriptome sequencing for Lycoris aurea | BioSampleModel=Plant | INSDC secondary accession=SRS21275872 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiaomei Wei, Xiongbiao Xu, Renjun Mao, Zhiyuan Wei | collection_date=2018-11-02 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Chongqing, Nanchuan, Sanquan, Chongqing Research Institute of"
SRR29002422,PRJNA1107703,SAMN41206046,Hippeastrum striatum,Plant sample from Hippeastrum striatum,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Hippeastrum striatum | 00159 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Hippeastrum striatum | Plant sample from Hippeastrum striatum | DNBSEQ-T7 sequencing: Transcriptome sequencing for Hippeastrum striatum | BioSampleModel=Plant | INSDC secondary accession=SRS21275871 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiaomei Wei, Meiqiong Tang | collection_date=2018-05-25 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Guangxi, Nanning, Guangxi Botanical Garden of Medicinal Pla"
SRR29002423,PRJNA1107703,SAMN41206045,Hippeastrum striatum,Plant sample from Hippeastrum striatum,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Hippeastrum striatum | CQ00841 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Hippeastrum striatum | Plant sample from Hippeastrum striatum | DNBSEQ-T7 sequencing: Transcriptome sequencing for Hippeastrum striatum | BioSampleModel=Plant | INSDC secondary accession=SRS21275870 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiaomei Wei, Xiongbiao Xu, Renjun Mao, Zhiyuan Wei | collection_date=2018-11-03 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Chongqing, Nanchuan, Sanquan, Cho"
SRR29002424,PRJNA1107703,SAMN41206044,Scadoxus multiflorus,Plant sample from Scadoxus multiflorus,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Scadoxus multiflorus | 00122 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Scadoxus multiflorus | Plant sample from Scadoxus multiflorus | DNBSEQ-T7 sequencing: Transcriptome sequencing for Scadoxus multiflorus | BioSampleModel=Plant | INSDC secondary accession=SRS21275869 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiaomei Wei, Meiqiong Tang | collection_date=2018-05-24 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Guangxi, Nanning, Guangxi Botanical Garden of Medicinal Pla"
SRR29002425,PRJNA1107703,SAMN41206043,Crinum asiaticum var. sinicum,Plant sample from Crinum asiaticum var. sinicum,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Crinum asiaticum var. sinicum | CQ00818 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Crinum asiaticum var. sinicum | Plant sample from Crinum asiaticum var. sinicum | DNBSEQ-T7 sequencing: Transcriptome sequencing for Crinum asiaticum var. sinicum | BioSampleModel=Plant | INSDC secondary accession=SRS21275868 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiaomei Wei, Xiongbiao Xu, Renjun Mao, Zhiyuan Wei | collection_date=2018-11-02 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=Chin"
SRR29002426,PRJNA1107703,SAMN41206042,Crinum asiaticum var. sinicum,Plant sample from Crinum asiaticum var. sinicum,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Crinum asiaticum var. sinicum | CC00615 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Crinum asiaticum var. sinicum | Plant sample from Crinum asiaticum var. sinicum | DNBSEQ-T7 sequencing: Transcriptome sequencing for Crinum asiaticum var. sinicum | BioSampleModel=Plant | INSDC secondary accession=SRS21275867 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiongbiao Xu, Zhiyuan Wei | collection_date=2018-09-10 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Jilin, Changchun, Chan"
SRR29002427,PRJNA1107703,SAMN41206041,Clivia miniata,Plant sample from Clivia miniata,leaves,,Leaf,declared,Unspecified,,ENA,Phylotranscriptomics reveals the phylogeny of Asparagales,"leaves | Plant sample from Clivia miniata | SY00934 | DNBSEQ-T7 sequencing: Transcriptome sequencing for Clivia miniata | Plant sample from Clivia miniata | DNBSEQ-T7 sequencing: Transcriptome sequencing for Clivia miniata | BioSampleModel=Plant | INSDC secondary accession=SRS21275866 | NCBI submission package=Plant.1.0 | age=not collected | collected_by=Ying Hu, Xiongbiao Xu, Zhiyuan Wei | collection_date=2018-09-13 | cultivar=not collected | dev_stage=not collected | ecotype=not collected | geo_loc_name=China: Liaoning, Shenyang, Pharmaceutical Botanical Garden of Shenyang Pharmaceutical Uni"
SRR2988777,PRJNA301357,SAMN04331008,Narcissus pseudonarcissus,Plant sample from Narcissus pseudonarcissus,leaf,flowering,Leaf,declared,Cultivar/Colour morph,sample text,ENA,Narcissus pseudonarcissus Transcriptome or Gene expression,leaf | flowering | Plant sample from Narcissus pseudonarcissus | daffodil leaf | Illumina HiSeq 2000 sequencing: daffodil leaf | Plant sample from Narcissus pseudonarcissus | Illumina HiSeq 2000 sequencing: daffodil leaf | BioSampleModel=Plant | INSDC secondary accession=SRS1203011 | NCBI submission package=Plant.1.0 | cultivar=undetermined | dev_stage=flowering | geo_loc_name=USA: Missouri | organism=Narcissus pseudonarcissus | phenotype=yellow 5 cm by 5 cm single flowers | tissue=leaf | title=Plant sample from Narcissus pseudonarcissus
SRR3029584,PRJNA301357,SAMN04349105,Narcissus pseudonarcissus,Plant sample from Narcissus pseudonarcissus,flower,flowering,Flower,declared,Unspecified,,ENA,Narcissus pseudonarcissus Transcriptome or Gene expression,flower | flowering | Plant sample from Narcissus pseudonarcissus | daffodil flower | Illumina HiSeq 2000 sequencing: daffodil flower | Plant sample from Narcissus pseudonarcissus | Illumina HiSeq 2000 sequencing: daffodil flower | BioSampleModel=Plant | INSDC secondary accession=SRS1212115 | NCBI submission package=Plant.1.0 | cultivar=undetermined | dev_stage=flowering | geo_loc_name=USA: Missouri | organism=Narcissus pseudonarcissus | tissue=flower | title=Plant sample from Narcissus pseudonarcissus
SRR3029659,PRJNA301357,SAMN04359540,Narcissus pseudonarcissus,Plant sample from Narcissus pseudonarcissus,bulb,flowering,Bulb,declared,Unspecified,,ENA,Narcissus pseudonarcissus Transcriptome or Gene expression,bulb | flowering | Plant sample from Narcissus pseudonarcissus | daffodil bulb | Illumina HiSeq 2000 sequencing: daffodil bulb | Plant sample from Narcissus pseudonarcissus | Illumina HiSeq 2000 sequencing: daffodil bulb | BioSampleModel=Plant | INSDC secondary accession=SRS1217235 | NCBI submission package=Plant.1.0 | cultivar=undetermined | dev_stage=flowering | geo_loc_name=USA: Missouri | organism=Narcissus pseudonarcissus | tissue=bulb | title=Plant sample from Narcissus pseudonarcissus
SRR3038322,PRJNA306273,SAMN04359547,Galanthus elwesii,Plant sample from Galanthus elwesii,bulb,flowering,Bulb,declared,Unspecified,,ENA,Galanthus elwesii Transcriptome or Gene expression,bulb | flowering | Plant sample from Galanthus elwesii | Galanthus elwesii bulb | Illumina HiSeq 2000 sequencing: Galanthus elwesii bulb | Plant sample from Galanthus elwesii | Illumina HiSeq 2000 sequencing: Galanthus elwesii bulb | BioSampleModel=Plant | INSDC secondary accession=SRS1217258 | NCBI submission package=Plant.1.0 | cultivar=undetermined | dev_stage=flowering | geo_loc_name=USA: Washington | organism=Galanthus elwesii | tissue=bulb | title=Plant sample from Galanthus elwesii
SRR3038644,PRJNA306273,SAMN04348903,Galanthus elwesii,Plant sample from Galanthus elwesii,leaf,flowering,Leaf,declared,Unspecified,,ENA,Galanthus elwesii Transcriptome or Gene expression,leaf | flowering | Plant sample from Galanthus elwesii | Galanthus elwesii | Illumina HiSeq 2000 sequencing: Galanthus elwesii leaf | Plant sample from Galanthus elwesii | Illumina HiSeq 2000 sequencing: Galanthus elwesii leaf | BioSampleModel=Plant | INSDC secondary accession=SRS1217441 | NCBI submission package=Plant.1.0 | cultivar=undetermined | dev_stage=flowering | geo_loc_name=USA: Washington | organism=Galanthus elwesii | tissue=leaf | title=Plant sample from Galanthus elwesii
SRR3040052,PRJNA306273,SAMN04360977,Galanthus elwesii,Plant sample from Galanthus elwesii,flower,flowering,Flower,declared,Unspecified,,ENA,Galanthus elwesii Transcriptome or Gene expression,flower | flowering | Plant sample from Galanthus elwesii | Galanthus elwesii flower | Illumina HiSeq 2000 sequencing: Galanthus elwesii flower | Plant sample from Galanthus elwesii | Illumina HiSeq 2000 sequencing: Galanthus elwesii flower | BioSampleModel=Plant | INSDC secondary accession=SRS1217976 | NCBI submission package=Plant.1.0 | cultivar=undetermined | dev_stage=flowering | geo_loc_name=USA: Washington | organism=Galanthus elwesii | tissue=flower | title=Plant sample from Galanthus elwesii
SRR3048038,PRJNA306697,SAMN04360979,Galanthus sp. MBK-2015,Plant sample from Galanthus sp. MBK-2015,flower,flowering,Flower,declared,Unspecified,,ENA,Galanthus sp. MBK-2015 cultivar:undetermined Raw sequence reads,flower | flowering | Plant sample from Galanthus sp. MBK-2015 | Galanthus flower | Illumina HiSeq 2000 sequencing: Galanthus flower | Plant sample from Galanthus sp. MBK-2015 | Illumina HiSeq 2000 sequencing: Galanthus flower | BioSampleModel=Plant | INSDC secondary accession=SRS1219065 | NCBI submission package=Plant.1.0 | cultivar=undetermined | dev_stage=flowering | geo_loc_name=USA: Missouri | organism=Galanthus sp. MBK-2015 | tissue=flower | title=Plant sample from Galanthus sp. MBK-2015
SRR3048277,PRJNA306697,SAMN04362280,Galanthus sp. MBK-2015,Plant sample from Galanthus sp. MBK-2015,leaf,flowering,Leaf,declared,Unspecified,,ENA,Galanthus sp. MBK-2015 cultivar:undetermined Raw sequence reads,leaf | flowering | Plant sample from Galanthus sp. MBK-2015 | Galanthus leaf | Illumina HiSeq 2000 sequencing: Galanthus leaf | Plant sample from Galanthus sp. MBK-2015 | Illumina HiSeq 2000 sequencing: Galanthus leaf | BioSampleModel=Plant | INSDC secondary accession=SRS1219128 | NCBI submission package=Plant.1.0 | cultivar=undetermined | dev_stage=flowering | geo_loc_name=USA: Missouri | organism=Galanthus sp. MBK-2015 | tissue=leaf | title=Plant sample from Galanthus sp. MBK-2015
SRR3048278,PRJNA306697,SAMN04362279,Galanthus sp. MBK-2015,Plant sample from Galanthus sp. MBK-2015,bulb,flowering,Bulb,declared,Unspecified,,ENA,Galanthus sp. MBK-2015 cultivar:undetermined Raw sequence reads,bulb | flowering | Plant sample from Galanthus sp. MBK-2015 | Galanthus bulb | Illumina HiSeq 2000 sequencing: Galanthus bulb | Plant sample from Galanthus sp. MBK-2015 | Illumina HiSeq 2000 sequencing: Galanthus bulb | BioSampleModel=Plant | INSDC secondary accession=SRS1219130 | NCBI submission package=Plant.1.0 | cultivar=undetermined | dev_stage=flowering | geo_loc_name=USA: Missouri | organism=Galanthus sp. MBK-2015 | tissue=bulb | title=Plant sample from Galanthus sp. MBK-2015
SRR3547250,PRJNA322243,SAMN05149972,Hippeastrum,Flowering-bud from Hippeastrum,Bud,Bud stage,Flower,declared,Developmental stage,declared,ENA,Hippeastrum Transcriptome,Bud | Bud stage | Flowering-bud from Hippeastrum | Hippeastrum Blossom Peacock | Illumina HiSeq 2000 sequencing: The flower-bud transcriptome analysis of Hippeastrum Blossom Peacock | Flowering-bud from Hippeastrum | Illumina HiSeq 2000 sequencing: The flower-bud transcriptome analysis of Hippeastrum Blossom Peacock | BioSampleModel=Plant | INSDC secondary accession=SRS1447086 | NCBI submission package=Plant.1.0 | cultivar=Blossom Peacock | dev_stage=Bud stage | geo_loc_name=China: Beijing | organism=Hippeastrum | tissue=Bud | title=Flowering-bud from Hippeastrum
SRR4071976,PRJNA340090,SAMN05645796,Narcissus tazetta,Tmix,Tepal,,Tepal/Petal,declared,Unspecified,,ENA,Narcissus tazetta Tepal Transcriptome,Tepal | Tmix | TepalTmix | Illumina HiSeq 2500 sequencing: Tmix | Tmix | Illumina HiSeq 2500 sequencing: Tmix | Narcissus tazetta var. chinensis | BioSampleModel=Plant | INSDC secondary accession=SRS1650562 | NCBI submission package=Plant.1.0 | age=not applicable | cultivar=Chinensis Roem | dev_stage=not applicable | ecotype=Jinzhanyintai | geo_loc_name=not collected | isolate=Narcissus tazetta var. chinensis | organism=Narcissus tazetta | tissue=Tepal | title=Tmix
SRR5580699,PRJNA387061,SAMN07138947,Narcissus tazetta subsp. chinensis,basal plates sample from Narcissus tazetta var. chinensis,basal plate,vegetative growth,Basal plate,declared,Unspecified,,ENA,Narcissus tazetta var. chinensis Transcriptome or Gene expression,basal plate | vegetative growth | basal plates sample from Narcissus tazetta var. chinensis | plate of narcissus | Illumina HiSeq 2000 sequencing: RNA-Seq of narcissus: basal plate | basal plates sample from Narcissus tazetta var. chinensis | Illumina HiSeq 2000 sequencing: RNA-Seq of narcissus: basal plate | BioSampleModel=Plant | INSDC secondary accession=SRS2212227 | NCBI submission package=Plant.1.0 | cultivar=jin zhan yin tai | dev_stage=vegetative growth | geo_loc_name=China: Zhangzhou | organism=Narcissus tazetta subsp. chinensis | tissue=basal plate | title=basal plates sample from Nar
SRR5788585,PRJNA392294,SAMN07289441,Narcissus pseudonarcissus,Plant sample from Narcissus pseudonarcissus,bubls,bulbs,Bulb,sample text,Unspecified,,ENA,Amaryllidaceae transcriptome,bubls | bulbs | Plant sample from Narcissus pseudonarcissus | NpKA_bulbs | Illumina HiSeq 2000 sequencing: Narcissus pseudonarcissus 'king Alfred' bulbs | Plant sample from Narcissus pseudonarcissus | Illumina HiSeq 2000 sequencing: Narcissus pseudonarcissus 'king Alfred' bulbs | BioSampleModel=Plant | INSDC secondary accession=SRS2330014 | NCBI submission package=Plant.1.0 | cultivar=King Alfred | dev_stage=bulbs | geo_loc_name=Canada:Trois-Rivieres | organism=Narcissus pseudonarcissus | tissue=bubls | title=Plant sample from Narcissus pseudonarcissus
